Site;Sample; C14 age;error;State;Cal age;error;County / region;UTM Zone;East;North
RS-T-114;Beta 388512;410;30;RS;463;41;Marques de Souza;22J;393478;6755391
SC-CH-119;Beta 308746;410;30;SC;463;41;Águas de Chapecó;22J;303335;7003689
Bananeiras;Beta 171160;430;40;RJ;468;45;Araruama;23K;773089;7468740
RO-NV-2-1;Beta-258152;430;40;RO ;468;45;Porto Velho;20L;400484;9031681
Almeida ;TL;445;50;SP;470;50;Tejupá;22K;668967;7411120
Morro Bonito 2;Beta 262754 ;430;40;SC;472;44;Jaguaruna;22J;693036;6832441
SC-AG-12;Beta 185442;430;40;SC;472;44;Anita Garibaldi;22J;487123;6937474
SC-AG-12;Beta185442;430;40;SC;472;44;Anita Garibaldi;22J;487123;6937474
AM-IT-35 (Bom Socorro);Beta-420226;420;30;AM;477;31;Itacoatiara;21M;339570;9653129
PR-FL-5;SI-694;470;100;PR;478;114;Paraíso do Norte;22K;335814;7424367
PR-UB-4;SI-2192;470;95;PR;479;111;Ubiratã;22J;298798;7284604
CD1 (T1/ 20-30);FATEC 141;469;69;MS;480;69;Anaurilândia;22K;322657;7545771
Córrego São Lourenço 1/ MS-PR-26;TL-USP;423;30;MS;480;30;Bataguaçu;22K;352375;7597659
Emilio Barão;TL;450;50;MG;480;50;Juiz de Fora;23K;670457;7592689
Fazendinha;Fatec 1522;463;62;MT;480;62;Rondonópolis ;21K;753108;8178076
Jatobá;Fatec/tl;474;80;MT;480;80;Rondonópolis ;21K;753108;8178076
MS-PR-98;FATEC 196;423;30;MS;480;30;Três Lagoas;22K;427308;7701084
Rezende;TL;450;50;MG;480;50;Centralina;22K;690223;7943584
RS-T-117;Beta 422490;420;30;RS;480;30;Cruzeiro do Sul;22J;403827;6734675
RS-LN-16;SI-410;520;200;RS;483;173;Osório;22J;571516;6693268
Laranjal 1;Beta 262751 ;440;40;SC;488;35;Jaguaruna;22J;693036;6832441
PE-123-Pja;BaH 1254;510;150;PE;488;136;Triunfo;24M;599742;9133327
PE-93-Cm;BaH 1086-A;510;150;PE;488;136;São Lourenço da Mata;25L;277330;9114444
PR-SM-11;Beta 256207;440;40;PR;488;35;São Mateus do Sul;22J;561468;7138671
CD1 (T1//00-10);FATEC 144;467;60;MS;490;60;Anaurilândia;22K;322657;7545771
RFT 5;Beta 292582;430;30;SC;490;26;São Martinho;22J;698427;6882841
RS-LN-16 ;SI-410;520;200;RS;491;175;Osório;22J;571516;6693268
Aldeia do Carlos;TL;466;57;PI;493;46;São Raimundo Nonato;23L;753628;9002823
Prado;TL;477;74;MG;493;74;Carangola;23K;809342;7704540
Caverna Funerária;BA 200;480;80;PE;494;87;Bom Jardim ;25M;215130;9136871
Córrego do Maranhão;Beta 290692;460;50;MG;494;38;Carangola;23K;809342;7704540
RS-CM-11;SI-6402;445;40;RS;494;32;Encruzilhada do Sul;22J;354044;6619866
N/A;CAMS-51903;450;40;SC;495;29;Ponta das Canas;22J;754488;6965010
N/A;CAMS-52772;450;40;SC;495;29;Ponta das Canas;22J;754488;6965010
Toca da Baixa dos Caboclos ;N/A;450;40;PI;495;29;Capitão Gervásio de Oliveira;24L;189854;9059504
PR-CT-53;Beta 22646;458;50;PR;496;39;Campo Largo;22J;647352;7182798
Chã do Caboclo;MC 7;463;50;PE;497;36;Bom Jardim ;25M;215130;9136871
RS-NO-182;Beta 308751;440;30;RS;499;24;Nonoaí;22J;324824;6971364
SC-AB-48;Beta 190294;450;40;SC;499;30;Abdon Batista;22J;497448;6946117
Ilha Comprida 8/ MS-PR-86/ (T1/30-40);FATEC 264;466;50;MS;500;50;Três Lagoas;22K;427308;7701084
Rodrigo Furtado;TL;466;50;MG;500;50;Perdizes;23K;258680;7858930
AM-IT-35 (Bom Socorro);Beta-420255;450;30;AM;501;22;Itacoatiara;21M;339570;9653129
Córrego do Maranhão;Beta 290693;470;50;MG;504;34;Carangola;23K;809342;7704540
PR-SA-2;LACIVID-TL;460;40;PR;504;40;Arapoti;22J;619833;7328746
Tunas PR-WB-16;LACIVID-TL;462;40;PR;504;40;Arapoti;22J;619833;7328746
CD1 (T1/00-10);FATEC 153;477;60;MS;505;60;Anaurilândia;22K;322657;7545771
Cangas I;Beta 452048;460;30;GO;507;21;Aruanã;22K;491888;8350833
Cedro;ICA-16C/0745;460;20;PA;507;19;Santarém;21M;746707;9707942
Fazenda Cacau;Beta-293286;460;30;PA;507;21;Rurópolis;21M;722352;9557443
Paço do Lumiar;N/A;480;65;MA;510;65;São Luís;23M;582261;9718263
PSGPA-04- Ribes;LVD 1968;482;70;RS;510;70;Pelotas;22J;374363;6489406
Rincão dos Albinos (SC-CL-70);Beta 297432;470;50;SC;510;34;São José do Cerrito;22J;541548;6940122
RO-JI-23A;N/A;480;60;RO ;510;46;Ji-Paraná;20L;617072;8796232
RS-JC-57;Beta 181184;470;50;RS;510;34;Ibarama;22J;293211;673448
AM-IT-35 (Bom Socorro);Beta-420299;470;30;AM;511;21;Itacoatiara;21M;339570;9653129
RS-PE-10a;SI-6558;465;40;RS;511;26;Esmeralda;22J;481219;6896649
Baggio 1;Beta 414088;460;30;SC;512;21;Campo Belo do Sul;22J;523684;6913713
RS-NO-182;Beta 308750;460;30;RS;512;21;Nonoaí;22J;324824;6971364
SC-CH-158;Beta 308754;460;30;SC;512;21;Águas de Chapecó;22J;303335;7003689
SC-CH-197;Beta 308747;460;30;SC;512;21;Águas de Chapecó;22J;303335;7003689
ACH-SU-03-M2-2;Beta226116;470;40;SC;514;25;Águas de Chapecó;22J;303335;7003689
Arroio Corrente 5;Beta 280654;470;40;SC;514;25;Jaguaruna;22J;693036;6832441
GO-CA-11;BETA-92530;480;50;GO;514;32;Caldas Novas;22K;751794;8037085
Saltinho do Uruguai;N/A;470;40;SC;514;25;Águas de Chapecó;22J;303335;7003689
SC-AG-12;Beta 185444;470;40;SC;514;25;Anita Garibaldi;22J;487123;6937474
SC-AG-12;Beta 185444;470;40;SC;514;25;Anita Garibaldi;22J;487123;6937474
Cabeças 4;Beta 379291;480;30;MG;515;21;Felício dos Santos;23K;685454;8000328
Garbin;Beta-260336;480;40;RO ;515;25;Porto Velho;20L;400484;9031681
Brasilândia 11/ MS-PR-57;FATEC 261;486;50;MS;520;50;Brasilândia;22K;392446;7649212
Lagoa do Custódio 1/MS-IV-08;FATEC 159;486;60;MS;520;60;Anaurilândia;22K;322657;7545771
PA-AT-252;TL;486;55;PA;520;55;Canaã dos Carajás;22M;626972;9278040
Reserva Kadiwéu;FATEC 575;487;50;MS;520;50;Porto Murtinho;21K;407917;7600057
Chã do Caboclo;MC 7;494;80;PE;521;78;Bom Jardim ;25M;215130;9136871
Alto do Laranjal ;Beta 368971;490;30;SP;522;21;Ribeira;22J;701609;7271430
Bom Futuro;Ua-46304;497;30;PA;522;21;Santarém;21M;753116;9730567
Domingos II;N/A;480;60;SP;522;52;Sandovalina;22K;421480;7516594
RS-T-114;Beta 388515;490;30;RS;522;21;Marques de Souza;22J;393478;6755391
Novo Engenho Velho;Beta-260339;490;50;RO ;523;33;Porto Velho;20L;400484;9031681
Sítio Cana Brava;Beta-106388;490;50;PI;523;33;São Raimundo Nonato;23L;753628;9002823
Vão Grande;Beta 195244;490;50;TO;523;33;Lajeado;22L;789924;8920712
São Domingos;Beta-294096;500;30;RO ;524;21;Porto Velho;20L;400484;9031681
CD1 (T3/20-30);FATEC 165;509;30;MS;525;30;Anaurilândia;22K;322657;7545771
Reserva Kadiwéu;FATEC 574;492;50;MS;525;50;Porto Murtinho;21K;407917;7600057
Cedro;ICA-16C/0751;510;20;PA;526;19;Santarém;21M;746707;9707942
PR-SM-14;Beta 256208;490;40;PR;526;26;São Mateus do Sul;22J;561468;7138671
RS-PE-29;Beta 242869;490;40;RS;526;26;Pinhal da Serra;22J;483116;6916602
N/A;CAMS-48547;500;40;SC;527;26;Florianópolis;22J;742672;6945385
RO-JI-29;N/A;490;60;RO ;527;48;Ji-Paraná;20L;617072;8796232
Sol de Campinas do Acre;Beta-408412;510;30;AC;528;22;Senador Guiomard;19L;638227;8878163
RS-MJ-47  ;SI-816;530;120;RS;529;103;Restinga Seca;22J;270624;6698665
Alvorada I;TL;494;70;SP;530;70;Junqueirópolis;22K;454711;7621317
Cedro;ICA-16C/0746;530;20;PA;535;20;Santarém;21M;746707;9707942
Cinco Irmãos;Beta-420230;520;30;AM;535;24;Itacoatiara;21M;339570;9653129
SC-VX-5;SI-548;490;70;SC;535;69;São Carlos;22J;301122;7003286
Angico;MC 1002;500;50;PE;536;39;Bom Jardim ;25M;215130;9136871
N/A;CAMS-52523;510;40;SC;536;31;Ponta das Canas;22J;754488;6965010
Santa Marina;N/A;490;50;SP;536;41;Jacareí;23K;402712;7423171
Sumidouro;Beta 234512;510;40;MG;536;31;Fidalgo;23K;608625;7839782
Itacoatiara I;Bah-1531;570;160;BA;537;130;Rodelas;24L;525639;9022157
Amambaí 1;FATEC 127;512;40;MS;540;40;Rio Pardo;22K;310125;7643038
Baía da Onça 1;FATEC 117;498;60;MS;540;60;Miranda;21K;609817;7784485
Campina;TL/FATEC;502;50;SP;540;50;Campina do Monte Alegre;22K;757359;7388652
Ilha Comprida 8/ MS-PR-86;FATEC xx;503;50;MS;540;50;Três Lagoas;22K;427308;7701084
PA-AT-274;TL;499;55;PA;540;55;Canaã dos Carajás;22M;626972;9278040
Arara MD 1 (AD1);CENA 256;520;90;GO;542;74;Campinaçu;22L;763241;8473942
MG-GV-53;SI-2785;520;90;MG;542;74;Alfenas;23K;401818;7630539
PR-FO-3;SI-5040;490;60;PR;542;57;Guaíra;22J;778801;7333593
Lapa Pequena;Birm-908;530;100;MG;543;79;Montes Claros;23K;621649;8150075
CD1 (T1/00-10);FATEC 154;504;65;MS;545;65;Anaurilândia;22K;322657;7545771
GO-JU-39;N-2352;510;75;GO;545;64;Serranópolis;22K;398462;7975631
Adutora;SI-1015;500;45;PR;548;44;União da Vitória;22J;494313;7099268
PR-UV-16;SI-1015;500;45;PR;548;44;União da Vitória;22J;494313;7099268
PR-UV-16;SI-1015;500;45;PR;548;44;União da Vitória;22J;494313;7099268
Russinhos;?;510;70;MG;548;60;Itacarambi;23L;597449;8331069
Itacoatiara I;Bah -1528;580;160;BA;549;127;Rodelas;24L;525639;9022157
Água Limpa;TL/UNIFESP;509;55;SP;550;55;Monte Alto;22K;759685;7646404
Brasilândia 11/ MS-PR-57;Beta 218207;510;50;MS;550;46;Brasilândia;22K;392446;7649212
CD1 (T1/10-20);FATEC 138;512;70;MS;550;70;Anaurilândia;22K;322657;7545771
CD1 (T1/20-30);FATEC 90;510;50;MS;550;50;Anaurilândia;22K;322657;7545771
GO-Ni.176;CENA 246;510;65;GO;550;56;Niquelândia;22L;773793;8398695
GO-NI-176;CENA 246;510;65;GO;550;56;Niquelândia;22L;773793;8398695
Primavera;TL;512;70;MG;550;70;São João Nepomuceno;23K;706306;7617386
Água Suja 8;Beta 160592;510;60;TO;551;53;Lajeado;22L;789924;8920712
Cipoal do Araticum PA-OR-127;Beta-330919;530;30;PA;551;36;Porto Trombetas;21M;569275;9837530
GO-NI-35;SI-2765;530;90;GO;552;69;Niquelândia;22L;773793;8398695
RS-LN-16;SI-411;540;100;RS;552;74;Osório;22J;571516;6693268
Baggio 1;Beta 414083;520;30;SC;553;43;Campo Belo do Sul;22J;523684;6913713
Morro Bonito 3;Beta 262755;510;40;SC;554;46;Jaguaruna;22J;693036;6832441
PS- 03-Totó;Beta 282128;510;40;RS;554;46;Pelotas;22J;374363;6489406
SC-AG-107 (Euclides Granzotto);N/A;510;40;SC;554;46;Anita Garibaldi;22J;487123;6937474
Aldeia do Carlos;TL;519;47;PI;555;47;São Raimundo Nonato;23L;753628;9002823
SC-U-55;SI-547;510;70;SC;555;62;São Carlos;22J;301122;7003286
RS-LN-16;SI-411;540;100;RS;558;74;Osório;22J;571516;6693268
RS-002-2;N/A;510;60;RS;559;56;Rio Grande;22H;395962;6454813
RS-RG-2;Beta 64284;510;60;RS;559;56;Rio Grande;22H;395962;6454813
Almeida ;TL;524;60;SP;560;60;Tejupá;22K;668967;7411120
Martins;TL/FATEC;524;60;SP;560;60;Campos Novos Paulista;22K;602865;7500146
PS-03-Totó;Beta 237665;530;40;RS;560;46;Pelotas;22J;374363;6489406
RS-S-337;Beta 165623;520;70;RS;562;59;Santo Antonio da Patrulha;22J;545747;6699710
Bom Futuro;Ua-46305;540;30;PA;563;43;Santarém;21M;753116;9730567
RS-LC-82;LVD 665;532;45;RS;563;45;Osório;22J;571516;6693268
RS-LC-82;N/A;532;45;RS;563;45;Palmares do Sul;22J;577032;6652340
S-50 (A-219);Ba-330;545;90;SP;563;64;Cubatão ;23K;354762;7356997
Morro Bonito 1;Beta 262753;520;50;SC;564;53;Jaguaruna;22J;693036;6832441
RS-A-27;Beta 144245;520;60;RS;564;56;Vacaria;22J;506338;6846729
MS-PR-55;TL-USP;550;15;MS;565;15;Três Lagoas;22K;427308;7701084
PR-CT-54;Beta 22645;528;70;PR;566;58;Campo Largo;22J;647352;7182798
RO-ITA-306-1;Beta-280922;540;40;RO ;566;47;Porto Velho;20L;400484;9031681
Toca da Baixa dos Caboclos;Beta-113114;540;40;PI;566;47;São Raimundo Nonato;23L;753628;9002823
PS- 03-Totó;Beta 237665;530;40;RS;567;51;Pelotas;22J;374363;6489406
SC-U-368;Beta 118375;530;70;RS;567;58;Maximiliano de Almeida;22J;420975;6943026
Sítio das Grutas;MC 1011;540;70;PE;567;55;Bom Jardim ;25M;215130;9136871
U-71;N/A;530;70;RS;567;58;Maximiliano de Almeida;22J;420975;6943026
PR-NL-7;SI-6400;530;55;PR;569;53;Diamante do Norte;22K;308627;7493039
Urua;SI-1032;545;70;PA;569;54;Salgado;23M;237990;9931211
Água Limpa;TL/UNIFESP;548;35;SP;570;35;Monte Alto;22K;759685;7646404
AM-MC-21;SI-4279;545;60;AM;570;51;Humaitá;20M;496704;9169101
BR-AM-MC-38;SI-4279;545;60;AM;570;51;Humaitá;20M;496704;9169101
BR-AM-MC-49;SI-4284;545;60;AM;570;51;Manicoré;20M;689292;9358198
Brasilândia 3/ MS-PR-42;FATEC 397;545;60;MS;570;60;Brasilândia;22K;392446;7649212
Cedro;Beta-324192;550;30;PA;570;45;Santarém;21M;746707;9707942
Coiós 2;TL/FATEC;552;80;SP;570;80;Arco Iris;22K;555055;7592155
GO-NI-217;CENA;550;80;GO;570;57;Niquelândia;22L;773793;8398695
Monense;SI-4279;545;60;AM;570;51;Humaitá;20M;496704;9169101
MS-MI-01;Beta 362388;550;30;MS;570;45;Miranda;21K;564792;7762123
PA-AL-44 (Guará I);Beta-17125;550;80;PA;570;57;Altamira;22M;365167;9645100
Rio Ivinhema 1/ MS-IV-09;FATEC 996;548;40;MS;570;40;Naviraí;21K;786705;7446848
Menezes;TL;555;80;MG;572;80;Centralina;22K;690223;7943584
PA-OR-116 (Aviso I);Beta-190284;550;40;PA;572;46;Porto Trombetas;21M;569275;9837530
Praia da Tapera;SI-244;550;70;SC;572;53;Florianópolis;22J;742672;6945385
BA-SO-26;SI-821;566;95;BA;573;62;Ituaçu;24L;251446;8471842
Condor;SI-697;540;60;PR;573;53;Mirador;22K;318186;7426802
Lajeado 6;Beta 118819;550;60;TO;573;50;Lajeado;22L;789924;8920712
RJ-19;SI-438;570;100;RJ;573;65;São Pedro da Aldeia;23K;797405;7470810
RS-SR-342;Beta 118375;540;60;RS;573;53;Guaiba;22J;467963;6668807
Chã do Caboclo;MC 7;556;50;PE;575;48;Bom Jardim ;25M;215130;9136871
Tapera;SI-244;550;70;SC;576;54;Florianópolis;22J;742672;6945385
Lapa do Boquete;Beta 215193;560;40;MG;577;45;Januária;23L;567715;8288668
RS-AN-3;Beta 166854;550;40;RS;577;49;Bom Jesus;22J;555456;6828282
São Braz;Beta-166821;560;40;PI;577;45;São Raimundo Nonato;23L;753628;9002823
São Desidério;N/A;900;250;BA;577;45;São Desidério;23L;397595;8589713
Sibelco;Beta 262752 ;550;60;SC;577;52;Jaguaruna;22J;693036;6832441
Bela Vista;Beta 368969;550;30;SP;578;47;Ribeira;22J;701609;7271430
Água Limpa;TL/UNIFESP;586;110;SP;580;110;Monte Alto;22K;759685;7646404
Alto Paraná 12;FATEC 190;569;40;MS;580;40;Brasilândia;22K;392446;7649212
Córrego do Maranhão;TL ;586;110;MG;580;110;Carangola;23K;809342;7704540
GO-NI-202;CENA 257;570;60;GO;581;48;Campinaçu;22L;763241;8473942
Lapa do Boquete;N/A;570;60;MG;581;48;Januária;23L;567715;8288668
PR-FL-23;SI-700;560;60;PR;581;51;Doutor Camargo;22K;375634;7394199
SC-AG-98;Beta 175188;560;50;SC;581;49;Anita Garibaldi;22J;487123;6937474
Cangas I;Beta 452046;570;30;GO;582;41;Aruanã;22K;491888;8350833
Favaretto;Beta 205841;560;40;RS;582;47;Bento Gonçalves;22J;450274;6773681
Olho Dagua 1;Beta 280652;560;40;SC;582;47;Jaguaruna;22J;693036;6832441
RS-T-114;Beta 249391;560;40;RS;582;47;Marques de Souza;22J;393478;6755391
Tauary;Beta-386838;570;30;AM;582;41;Tefé;20M;308814;9629688
Córrego do Maranhão;Beta 290691;580;50;MG;585;45;Carangola;23K;809342;7704540
RS-S-308;SI-804;575;80;RS;585;55;São Francisco de Paula;22J;540583;6742270
Teixeira Lopes;TL;582;60;MG;585;60;Juiz de Fora;23K;670457;7592689
Vão Grande;Beta 195245;580;50;TO;585;45;Lajeado;22L;789924;8920712
Córrego do Maranhão;N/A;580;40;MG;586;42;Carangola;23K;809342;7704540
GO-NI-217;CENA;590;90;GO;586;56;Niquelândia;22L;773793;8398695
Campo Bom I;UGAMS 32415;580;25;SC;587;39;Jaguaruna;22J;687316;6820079
Serraria Trombetas;Beta-324187;580;30;PA;587;39;Itaituba;21M;637428;9521436
Cedro;ICA-16C/0748;580;20;PA;588;37;Santarém;21M;746707;9707942
MT-SL-51;BETA-27432;590;60;MT;588;46;Poxoréu;21L;779554;8247227
PR-CT-93;Beta 180905;580;60;PR;588;48;Mandirituba;22J;667812;7147687
Beliscão;SI-541;590;50;BA;589;43;Esplanada;24L;614600;8695938
Bom Futuro;Ua-46306;586;30;PA;589;39;Santarém;21M;753116;9730567
Forte Mal. Luz (SC);SI-826;590;100;SC;589;63;São Francisco do Sul;22J;736864;7094946
GO-CA-14;BETA-99032;590;50;GO;589;43;Caldas Novas;22K;751794;8037085
RS-002-2;N/A;580;50;RS;589;46;Rio Grande;22H;395962;6454813
RS-RG-2;Beta 64560;580;50;RS;589;46;Rio Grande;22H;395962;6454813
Beliscão;N/A;590;40;BA;590;41;Esplanada;24L;614600;8695938
CD1 (T1/20-30);FATEC 161;595;70;MS;590;70;Anaurilândia;22K;322657;7545771
Emilio Barão;TL;594;60;MG;590;60;Juiz de Fora;23K;670457;7592689
PA-AT-244;TL;594;60;PA;590;60;Canaã dos Carajás;22M;626972;9278040
RO-ITA-510-01;Beta-280923;590;40;RO ;590;41;Porto Velho;20L;400484;9031681
Caverna da Pedra Pintada;Beta- 434985;590;30;PA;591;38;Monte Alegre;21M;828992;9807872
Condor;SI-699;590;70;PR;591;50;Doutor Camargo;22K;375634;7394199
MT-SL-45;NBL-14888;595;50;MT;591;43;Poxoréu;21L;779554;8247227
Sol de Campinas do Acre;Beta-408410;590;30;AC;591;38;Senador Guiomard;19L;638227;8878163
GO-CA-14;BETA-99033;600;70;GO;592;48;Caldas Novas;22K;751794;8037085
GO-NI-135;CENA;600;65;GO;592;46;Niquelândia;22L;773793;8398695
Margem I;Beta 374448;580;30;PR;592;41;Adrianópolis;22J;703206;7271413
PR-FI-127;SI-5024;590;55;PR;592;46;Foz do Iguaçu;21J;744414;7175482
Caçapava I;N/A;590;50;SP;593;44;Caçapava;23K;427786;7444931
Lapa do Boquete;Beta-98571;600;50;MG;593;42;Januária;23L;567715;8288668
Mané do Juquinha;Beta 193755;600;50;MG;593;42;Pains;23K;430935;7747043
Apucarana;Beta 238714;590;40;PR;594;42;Apucarana;22K;452920;7395357
BS-19;GIF-10040;595;50;SP;594;44;Iporanga;22J;743452;7278831
Marolo;TL/FATEC;605;60;SP;594;60;Candido Mota;22K;563080;7484064
PR-MN-4;SI-6396;595;60;PR;594;46;Mangueirinha;22J;382503;7130440
Residencial Interlagos;Beta 238714;590;40;PR;594;42;Apucarana;22K;452920;7395357
Rio do Meio ;Beta451660;600;30;SC;594;38;Florianópolis;22J;742672;6945385
Beliscão;SI-541;608;50;BA;595;42;Esplanada;24L;614600;8695938
CD1 (T1/30-40);FATEC 145;610;70;MS;595;70;Anaurilândia;22K;322657;7545771
Cedro;ICA-16C/0749;600;20;PA;595;35;Santarém;21M;746707;9707942
Poca;TL;610;70;MG;595;70;São João Nepomuceno;23K;706306;7617386
Maracaju 1;GIF-8330;610;50;MS;596;42;Maracaju;21K;689694;7608483
PA-OR-63 (Boa Vista);Beta-190278;610;40;PA;596;40;Porto Trombetas;21M;569275;9837530
PA-OR-63 (Boa Vista);Beta-190279;610;40;PA;596;40;Porto Trombetas;21M;569275;9837530
PR-FI-103;SI-5029;600;60;PR;596;46;Foz do Iguaçu;21J;744414;7175482
PR-UV-12 ;SI-691;605;120;PR;596;77;Catanduva;22J;282938;7210751
Arroio da Cruz I;UGAMS 32420;610;25;SC;597;37;Jaguaruna;22J;687376;6820113
Bibocas II;n/a;610;30;MG;597;37;Jequitaí;23K;560455;8095056
Boa Esperança;Beta-382244;610;30;RO ;597;37;Chupinguaia;20L;727957;8610964
Cangas I;Beta 452047;610;30;GO;597;37;Aruanã;22K;491888;8350833
Paquiçamba 2;Beta-335059;610;30;PA;597;37;Altamira;22M;365167;9645100
SC-AG-12;Beta 190304;600;40;SC;597;41;Anita Garibaldi;22J;487123;6937474
SC-AG-12;Beta 190304;600;40;SC;597;41;Anita Garibaldi;22J;487123;6937474
RO-ITA-517-01;Beta-280924;620;60;RO ;598;45;Porto Velho;20L;400484;9031681
RS-SM-7;SI-1002;605;40;RS;598;41;São Pedro do Sul;21J;772662;6720026
Bonin;Beta 298215;610;50;SC;599;43;Urubici;22J;638428;6900285
Campo Bom I;UGAMS 32414;620;25;SC;599;38;Jaguaruna;22J;687316;6820079
Forte Marechal Luz;M 1203;620;100;SC;599;61;São Francisco do Sul;22J;736864;7094946
GO-JU-39;N-2351;620;55;GO;599;43;Serranópolis;22K;398462;7975631
Piracanjuba;Beta  194558;610;50;SP;599;43;Piraju;22K;665731;7433591
Rio do Meio ;Beta451661;620;30;SC;599;39;Florianópolis;22J;742672;6945385
RO-AC-53-1;Beta-258150;620;40;RO ;599;40;Porto Velho;20L;400484;9031681
RS-314;SI-1195;610;65;RS;599;47;Caxias do Sul;22J;482140;6773960
RS-C-71;N/A;610;50;RS;599;43;Porto Alegre;22J;478961;6677143
RS-LC-71;N/A;610;50;RS;599;43;Viamão;22J;490680;6673003
Água Limpa;TL/UNIFESP;624;60;SP;600;60;Monte Alto;22K;759685;7646404
BR-AM-MC-01;SI-4270;625;60;AM;600;45;Manicoré;20M;689292;9358198
CD1 (T1/ 20-30);FATEC 142;622;80;MS;600;80;Anaurilândia;22K;322657;7545771
Condor;SI-696;610;120;PR;600;77;Indianópolis;22K;326508;7402470
Rio Ivinhema 1/ MS-IV-09;FATEC 997;620;57;MS;600;57;Naviraí;21K;786705;7446848
Aldeia do Carlos;TL;627;83;PI;601;53;São Raimundo Nonato;23L;753628;9002823
Cedro;ICA-16C/0747;630;30;PA;601;40;Santarém;21M;746707;9707942
Laguinho;Beta-258148;630;40;AM;602;41;Iranduba;20M;812255;9637535
Lapa da Hora;N/A;630;60;MG;602;45;Januária;23L;567715;8288668
SC-U-55;SI-550;620;80;SC;603;53;São Carlos;22J;301122;7003286
Baggio 1;Beta 414089;630;30;SC;604;41;Campo Belo do Sul;22J;523684;6913713
Lapa dos Bichos;CDTN 2603;625;125;MG;604;78;Januária;23L;567715;8288668
Margem II;Beta 374447;630;30;PR;604;41;Adrianópolis;22J;703206;7271413
PA-OR-63 (Boa Vista);Beta-190280;630;100;PA;604;61;Porto Trombetas;21M;569275;9837530
PR-FI-100;SI-5020;625;55;PR;604;45;Foz do Iguaçu;21J;744414;7175482
RS-68;SI-608;620;90;RS;604;57;Caxias do Sul;22J;482140;6773960
Vargem do Cedro 5;UGAMS-32434;630;25;SC;604;41;São Martinho;22J;698427;6882841
Abrigo de Itapeva;Beta 432530;640;30;SP;605;43;Itapeva;22K;715802;7345928
Anuá;Beta-233908;640;40;CE;605;42;Mauriti;24M;525233;9183564
BR-AM-NA-11;SI-6568;640;50;AM;605;43;Novo Aripuanã;20M;791085;9433455
CD1 (T1/20-30);FATEC 158;638;70;MS;605;70;Anaurilândia;22K;322657;7545771
Itanguá 2;CEN 1173;630;110;MG;605;67;Diamantina;23K;647928;7982069
Terra Preta;n/a;640;50;PA;605;43;Juruti;21M;599893;9760262
Antiqueira;Gif-11731;645;45;MT;606;44;Rondonópolis ;21K;753108;8178076
RS-37-127;SI-604;630;70;RS;606;50;Caxias do Sul;22J;482140;6773960
RS-PE-26a;SI-6561;635;45;RS;606;44;Esmeralda;22J;481219;6896649
Bonin;Beta 298216;640;40;SC;607;44;Urubici;22J;638428;6900285
Campo Bom I;UGAMS 32416;650;25;SC;607;43;Jaguaruna;22J;687316;6820079
Cipoal do Araticum PA-OR-127;Beta-330937;650;30;PA;607;43;Porto Trombetas;21M;569275;9837530
Córrego do Maranhão;Beta 245433;650;40;MG;607;44;Carangola;23K;809342;7704540
Bela Vista;Beta 368968;650;30;SP;608;45;Ribeira;22J;701609;7271430
Forte Marechal Luz;N/A;640;100;SC;609;62;São Francisco do Sul;22J;736834;7094708
RS-C-12;SI-1201;630;205;RS;609;180;São Sebastião do Caí;22J;463556;6726528
SC-AB-93;Beta 190297;650;40;SC;609;46;Abdon Batista;22J;497448;6946117
CD1 (T1/20-30);FATEC 152;650;75;MS;610;75;Anaurilândia;22K;322657;7545771
CD1 (T5/00-10);FATEC 91;658;54;MS;610;54;Anaurilândia;22K;322657;7545771
Lagoa Mãe Luzia 2;TL;655;60;SC;610;60;Içara;22J;665568;6806047
Mundo Novo;TL-USP;649;80;MS;610;80;Mundo Novo;21K;776545;7350226
Santa Rita do Pardo 2/ MS-PD-07;FATEC 399;657;60;MS;610;60;Santa Rita do Pardo;22K;310125;7643038
Abrigo do Jon;Beta 329695;660;30;TO;611;45;Palmas;22L;793117;8866530
Agua Vermelha;N/A;660;30;BA;611;45;Pau Brasil;24L;430121;8290008
Arroio da Cruz I;UGAMS 32421;660;25;SC;611;45;Jaguaruna;22J;687376;6820113
RO-JA-304-1;Beta-280926;660;40;RO ;611;45;Porto Velho;20L;400484;9031681
RS-PE-28a;SI-6563;650;55;RS;611;49;Esmeralda;22J;481219;6896649
SC-TA-04;Beta 214107;650;50;SC;611;47;Taió;22J;599265;7000108
Sol de Campinas do Acre;Beta-408409;660;30;AC;611;45;Senador Guiomard;19L;638227;8878163
BR-AM-NA-12;SI-6569;660;60;AM;612;48;Novo Aripuanã;20M;791085;9433455
GO-NI-176;CENA 243;660;60;GO;612;48;Niquelândia;22L;773793;8398695
GO-NI-176;CENA 249;660;60;GO;612;48;Niquelândia;22L;773793;8398695
Lapa do Boquete;Beta-117452;660;70;MG;613;51;Januária;23L;567715;8288668
Nogueira;OxA-32971;668;30;PA;614;46;Altamira;22M;365167;9645100
Vargem do Cedro 8;UGAMS-32432;670;25;SC;614;50;São Martinho;22J;698427;6882841
Itaguá;N/A;660;80;SP;615;54;Ubatuba;23K;491400;7407916
Itanguá 2;CEN 1181;660;85;MG;616;57;Diamantina;23K;647928;7982069
PR-CT-93;Beta 180906;660;60;PR;616;51;Mandirituba;22J;667812;7147687
